Frame_ID,User_ID,Model,R,D,Pred_Cost,Real_Cost,Param_a,Param_b,Param_c,Mode
67,1,bicycle,3.740777,3.751888,0.006058,0.005975,-0.148145,0.834153,0.26941,Slow
194,2,bicycle,3.744772,3.761439,0.006694,0.006641,0.895612,-0.533614,0.616454,Slow
68,1,bicycle,3.751888,3.763,0.006057,0.006007,-0.148034,0.833956,0.269504,Slow
22,3,bicycle,3.760312,3.793645,0.007872,0.007863,0.690018,-0.173176,0.457567,Slow
195,2,bicycle,3.761439,3.778106,0.006828,0.007069,0.86018,-0.474412,0.595411,Slow
69,1,bicycle,3.763,3.774111,0.006057,0.006039,-0.14806,0.834029,0.269454,Slow
70,1,bicycle,3.774111,3.785222,0.006058,0.006116,-0.148247,0.834354,0.269304,Slow
196,2,bicycle,3.778106,3.794772,0.006828,0.006895,0.858599,-0.471996,0.594472,Slow
71,1,bicycle,3.785222,3.796333,0.006058,0.006056,-0.148231,0.834358,0.269284,Slow
23,3,bicycle,3.793645,3.826979,0.007872,0.007881,0.690693,-0.174075,0.457819,Slow
197,2,bicycle,3.794772,3.811439,0.006829,0.006826,0.860152,-0.474349,0.595384,Slow
72,1,bicycle,3.796333,3.807444,0.006058,0.006012,-0.14835,0.834551,0.269203,Slow
73,1,bicycle,3.807444,3.818555,0.006058,0.006006,-0.1483,0.834464,0.269243,Slow
198,2,bicycle,3.811439,3.828106,0.006829,0.006832,0.860205,-0.474379,0.595393,Slow
74,1,bicycle,3.818555,3.829666,0.006058,0.006053,-0.14831,0.834514,0.2692,Slow
24,3,bicycle,3.826979,3.860312,0.007872,0.007919,0.690358,-0.173563,0.457619,Slow
199,2,bicycle,3.828106,3.844772,0.006829,0.006694,0.861125,-0.475781,0.595937,Slow
75,1,bicycle,3.829666,3.840777,0.006058,0.00612,-0.148386,0.834661,0.269124,Slow
76,1,bicycle,3.840777,3.851888,0.006058,0.006169,-0.148231,0.834382,0.269258,Slow
200,2,bicycle,3.844772,3.861439,0.006829,0.00682,0.862688,-0.478149,0.596855,Slow
77,1,bicycle,3.851888,3.863,0.006058,0.006043,-0.148354,0.834613,0.269142,Slow
25,3,bicycle,3.860312,3.893645,0.007872,0.007913,0.689739,-0.172684,0.457327,Slow
201,2,bicycle,3.861439,3.878106,0.006829,0.006779,0.861808,-0.476835,0.596347,Slow
78,1,bicycle,3.863,3.874111,0.006058,0.006055,-0.148397,0.834652,0.269145,Slow
79,1,bicycle,3.874111,3.885222,0.006058,0.005973,-0.14822,0.834342,0.269289,Slow
202,2,bicycle,3.878106,3.894772,0.006829,0.006855,0.860473,-0.474797,0.595556,Slow
80,1,bicycle,3.885222,3.896333,0.006058,0.006193,-0.148202,0.834344,0.269269,Slow
26,3,bicycle,3.893645,3.926979,0.007872,0.007889,0.690499,-0.173744,0.457665,Slow
203,2,bicycle,3.894772,3.911439,0.006828,0.006613,0.861237,-0.476002,0.596026,Slow
81,1,bicycle,3.896333,3.907444,0.006057,0.005959,-0.148015,0.834026,0.269413,Slow
82,1,bicycle,3.907444,3.918555,0.006057,0.006139,-0.147964,0.833949,0.26944,Slow
204,2,bicycle,3.911439,3.928106,0.006694,0.006732,0.899758,-0.53993,0.618861,Slow
83,1,bicycle,3.918555,3.929666,0.006057,0.006032,-0.147818,0.833719,0.269533,Slow
27,3,bicycle,3.926979,3.960312,0.007872,0.007949,0.689804,-0.172857,0.457448,Slow
205,2,bicycle,3.928106,3.944772,0.006693,0.006791,0.899501,-0.539537,0.618718,Slow
84,1,bicycle,3.929666,3.940777,0.006057,0.006015,-0.148002,0.834036,0.269389,Slow
85,1,bicycle,3.940777,3.951888,0.006058,0.00598,-0.148195,0.834354,0.269253,Slow
206,2,bicycle,3.944772,3.961439,0.006829,0.0068,0.861963,-0.47707,0.596438,Slow
86,1,bicycle,3.951888,3.963,0.006058,0.006226,-0.148212,0.834402,0.269218,Slow
28,3,bicycle,3.960312,3.993645,0.007872,0.007774,0.690006,-0.173059,0.457449,Slow
207,2,bicycle,3.961439,3.978106,0.006829,0.006922,0.861894,-0.47696,0.596395,Slow
87,1,bicycle,3.963,3.974111,0.006058,0.006073,-0.148333,0.834626,0.269107,Slow
88,1,bicycle,3.974111,3.985222,0.006058,0.006059,-0.148239,0.834441,0.269205,Slow
208,2,bicycle,3.978106,3.994772,0.006829,0.006873,0.862167,-0.477392,0.596564,Slow
89,1,bicycle,3.985222,3.996333,0.006058,0.00612,-0.148437,0.834767,0.269065,Slow
29,3,bicycle,3.993645,4.026979,0.007872,0.007905,0.690903,-0.174265,0.457799,Slow
209,2,bicycle,3.994772,4.011439,0.006694,0.006635,0.898277,-0.537672,0.617997,Slow
90,1,bicycle,3.996333,4.007444,0.006058,0.006012,-0.148575,0.835017,0.268944,Slow
0,0,bicycle,3.998574,4.015241,0.007504,0.007489,0.765582,-0.308003,0.507978,Slow
91,1,bicycle,4.007444,4.018555,0.006058,0.006058,-0.148693,0.835243,0.268828,Slow
210,2,bicycle,4.011439,4.028106,0.006694,0.006592,0.897112,-0.535891,0.617307,Slow
1,0,bicycle,4.015241,4.031907,0.007504,0.007601,0.766486,-0.309466,0.508486,Slow
92,1,bicycle,4.018555,4.029666,0.006058,0.006062,-0.148566,0.835007,0.268945,Slow
30,3,bicycle,4.026979,4.060312,0.007872,0.007913,0.689962,-0.173001,0.457433,Slow
211,2,bicycle,4.028106,4.044772,0.006694,0.006605,0.898581,-0.538134,0.618173,Slow
93,1,bicycle,4.029666,4.040777,0.006058,0.006022,-0.148663,0.835144,0.268901,Slow
2,0,bicycle,4.031907,4.048574,0.007504,0.007583,0.766659,-0.309778,0.508602,Slow
94,1,bicycle,4.040777,4.051888,0.006058,0.006142,-0.148839,0.835443,0.268766,Slow
212,2,bicycle,4.044772,4.061439,0.006694,0.006722,0.899447,-0.53946,0.618689,Slow
3,0,bicycle,4.048574,4.065241,0.007504,0.007417,0.766856,-0.310067,0.508696,Slow
95,1,bicycle,4.051888,4.063,0.006058,0.006043,-0.148834,0.835414,0.268791,Slow
31,3,bicycle,4.060312,4.093645,0.007872,0.007792,0.690747,-0.174089,0.457775,Slow
213,2,bicycle,4.061439,4.078106,0.006694,0.006689,0.897779,-0.536915,0.617711,Slow
96,1,bicycle,4.063,4.074111,0.006058,0.005949,-0.148967,0.835626,0.268705,Slow
4,0,bicycle,4.065241,4.081907,0.007502,0.007551,0.766319,-0.309243,0.508433,Slow
97,1,bicycle,4.074111,4.085222,0.006058,0.006037,-0.148815,0.835353,0.268836,Slow
214,2,bicycle,4.078106,4.094772,0.006829,0.007011,0.861292,-0.476057,0.596045,Slow
5,0,bicycle,4.081907,4.098574,0.007503,0.007575,0.765893,-0.308518,0.508169,Slow
98,1,bicycle,4.085222,4.096333,0.006058,0.006075,-0.148672,0.83509,0.268965,Slow
32,3,bicycle,4.093645,4.126979,0.007872,0.007774,0.689893,-0.17296,0.457463,Slow
215,2,bicycle,4.094772,4.111439,0.006694,0.00677,0.897077,-0.535842,0.617294,Slow
99,1,bicycle,4.096333,4.107444,0.006058,0.005996,-0.148753,0.835211,0.268921,Slow
6,0,bicycle,4.098574,4.115241,0.007502,0.007534,0.765981,-0.308703,0.508247,Slow
100,1,bicycle,4.107444,4.118555,0.006058,0.006001,-0.148948,0.835533,0.268782,Slow
216,2,bicycle,4.111439,4.128106,0.006695,0.00677,0.895728,-0.533779,0.616492,Slow
7,0,bicycle,4.115241,4.131907,0.007503,0.007483,0.765116,-0.307296,0.507755,Slow
101,1,bicycle,4.118555,4.129666,0.006058,0.00602,-0.148836,0.835316,0.268895,Slow
33,3,bicycle,4.126979,4.160312,0.007872,0.007824,0.690801,-0.174181,0.457818,Slow
217,2,bicycle,4.128106,4.144772,0.006829,0.006867,0.859175,-0.472831,0.594793,Slow
102,1,bicycle,4.129666,4.140777,0.006058,0.006143,-0.148628,0.834964,0.269053,Slow
8,0,bicycle,4.131907,4.148574,0.007501,0.007638,0.764953,-0.307083,0.507698,Slow
103,1,bicycle,4.140777,4.151888,0.006058,0.006024,-0.148594,0.834905,0.269079,Slow
218,2,bicycle,4.144772,4.161439,0.006828,0.006692,0.858491,-0.471838,0.594411,Slow
9,0,bicycle,4.148574,4.165241,0.007503,0.00754,0.76501,-0.307123,0.50769,Slow
104,1,bicycle,4.151888,4.163,0.006058,0.006158,-0.148465,0.834674,0.269191,Slow
34,3,bicycle,4.160312,4.193645,0.007872,0.007829,0.691678,-0.175332,0.458129,Slow
219,2,bicycle,4.161439,4.178106,0.006829,0.006875,0.857699,-0.470589,0.593922,Slow
105,1,bicycle,4.163,4.174111,0.006058,0.006015,-0.148445,0.834659,0.269185,Slow
10,0,bicycle,4.165241,4.181907,0.007503,0.007615,0.765757,-0.308346,0.508118,Slow
106,1,bicycle,4.174111,4.185222,0.006058,0.006081,-0.148463,0.834715,0.269145,Slow
220,2,bicycle,4.178106,4.194772,0.006829,0.006838,0.858707,-0.472126,0.59452,Slow
11,0,bicycle,4.181907,4.198574,0.007504,0.007581,0.765424,-0.307766,0.507899,Slow
107,1,bicycle,4.185222,4.196333,0.006058,0.006027,-0.14859,0.834903,0.269077,Slow
35,3,bicycle,4.193645,4.226979,0.007872,0.007921,0.691284,-0.174801,0.457972,Slow
221,2,bicycle,4.194772,4.211439,0.006828,0.006667,0.857908,-0.47096,0.59407,Slow
108,1,bicycle,4.196333,4.207444,0.006058,0.006111,-0.148414,0.834623,0.269192,Slow
12,0,bicycle,4.198574,4.215241,0.007505,0.007531,0.766412,-0.309346,0.508439,Slow
109,1,bicycle,4.207444,4.218555,0.006058,0.005979,-0.148349,0.834491,0.269264,Slow
222,2,bicycle,4.211439,4.228106,0.006827,0.006998,0.857495,-0.470388,0.593853,Slow
13,0,bicycle,4.215241,4.231907,0.007503,0.00747,0.765929,-0.308621,0.50821,Slow
110,1,bicycle,4.218555,4.229666,0.006058,0.00611,-0.148326,0.834419,0.269315,Slow
36,3,bicycle,4.226979,4.260312,0.007872,0.007832,0.690815,-0.174209,0.457831,Slow
223,2,bicycle,4.228106,4.244772,0.006828,0.006984,0.858074,-0.471215,0.59417,Slow
111,1,bicycle,4.229666,4.240777,0.006058,0.006065,-0.148142,0.83412,0.269442,Slow
14,0,bicycle,4.231907,4.248574,0.007502,0.0075,0.765958,-0.308695,0.508254,Slow
112,1,bicycle,4.240777,4.251888,0.006057,0.006013,-0.147947,0.833804,0.269574,Slow
224,2,bicycle,4.244772,4.261439,0.006828,0.006666,0.858783,-0.472295,0.594589,Slow
15,0,bicycle,4.248574,4.265241,0.007502,0.00749,0.766916,-0.310224,0.508776,Slow
113,1,bicycle,4.251888,4.263,0.006057,0.006046,-0.147944,0.833774,0.269602,Slow
37,3,bicycle,4.260312,4.293645,0.007872,0.007816,0.69126,-0.174805,0.458,Slow
225,2,bicycle,4.261439,4.278106,0.006828,0.006737,0.860095,-0.474318,0.595377,Slow
114,1,bicycle,4.263,4.274111,0.006057,0.006165,-0.148053,0.833943,0.269535,Slow
16,0,bicycle,4.265241,4.281907,0.007504,0.007435,0.767058,-0.310413,0.50882,Slow
115,1,bicycle,4.274111,4.285222,0.006057,0.006067,-0.148101,0.834057,0.269466,Slow
226,2,bicycle,4.278106,4.294772,0.006694,0.006641,0.897974,-0.537216,0.61783,Slow
17,0,bicycle,4.281907,4.298574,0.007504,0.007541,0.766481,-0.309514,0.508517,Slow
116,1,bicycle,4.285222,4.296333,0.006057,0.006008,-0.148008,0.833885,0.269552,Slow
38,3,bicycle,4.293645,4.326979,0.007872,0.007832,0.690798,-0.174246,0.45789,Slow
227,2,bicycle,4.294772,4.311439,0.006695,0.006753,0.896161,-0.534449,0.616766,Slow
117,1,bicycle,4.296333,4.307444,0.006057,0.005973,-0.147935,0.833794,0.269573,Slow
18,0,bicycle,4.298574,4.315241,0.007502,0.007591,0.766294,-0.309269,0.508455,Slow
118,1,bicycle,4.307444,4.318555,0.006057,0.006093,-0.147903,0.833742,0.269593,Slow
228,2,bicycle,4.311439,4.328106,0.006828,0.006898,0.858039,-0.471186,0.59416,Slow
19,0,bicycle,4.315241,4.331907,0.007502,0.007485,0.765446,-0.307896,0.507981,Slow
119,1,bicycle,4.318555,4.329666,0.006057,0.006071,-0.1477,0.833403,0.269742,Slow
39,3,bicycle,4.326979,4.360312,0.007872,0.007944,0.690698,-0.174112,0.457849,Slow
229,2,bicycle,4.328106,4.344772,0.006695,0.006699,0.89357,-0.5305,0.615255,Slow
120,1,bicycle,4.329666,4.340777,0.006057,0.006106,-0.147634,0.833321,0.269762,Slow
20,0,bicycle,4.331907,4.348574,0.007501,0.007624,0.764881,-0.306981,0.507669,Slow
121,1,bicycle,4.340777,4.351888,0.006057,0.005955,-0.147808,0.833603,0.269643,Slow
230,2,bicycle,4.344772,4.361439,0.006695,0.006721,0.893062,-0.529733,0.614975,Slow
21,0,bicycle,4.348574,4.365241,0.007501,0.007413,0.764344,-0.306127,0.507371,Slow
122,1,bicycle,4.351888,4.363,0.006057,0.005975,-0.147813,0.833578,0.269675,Slow
40,3,bicycle,4.360312,4.393645,0.007872,0.007872,0.689915,-0.173052,0.457535,Slow
231,2,bicycle,4.361439,4.378106,0.006695,0.006572,0.892065,-0.528217,0.614407,Slow
123,1,bicycle,4.363,4.374111,0.006057,0.006137,-0.147628,0.833282,0.269796,Slow
22,0,bicycle,4.365241,4.381907,0.0075,0.00756,0.763824,-0.305305,0.5071,Slow
124,1,bicycle,4.374111,4.385222,0.006057,0.00608,-0.147643,0.833332,0.269759,Slow
232,2,bicycle,4.378106,4.394772,0.006695,0.006731,0.890153,-0.525303,0.6133,Slow
23,0,bicycle,4.381907,4.398574,0.007501,0.007596,0.763512,-0.304762,0.506892,Slow
125,1,bicycle,4.385222,4.396333,0.006057,0.006094,-0.147716,0.833487,0.269672,Slow
41,3,bicycle,4.393645,4.426979,0.007871,0.00786,0.68947,-0.17246,0.457367,Slow
233,2,bicycle,4.394772,4.411439,0.006695,0.006685,0.891999,-0.528114,0.614365,Slow
126,1,bicycle,4.396333,4.407444,0.006057,0.00599,-0.147604,0.833296,0.269758,Slow
24,0,bicycle,4.398574,4.415241,0.007502,0.007491,0.763562,-0.304793,0.506888,Slow
127,1,bicycle,4.407444,4.418555,0.006057,0.005988,-0.14752,0.833134,0.269842,Slow
234,2,bicycle,4.411439,4.428106,0.006694,0.006629,0.892786,-0.529319,0.614848,Slow
25,0,bicycle,4.415241,4.431907,0.007502,0.007491,0.763762,-0.305152,0.507019,Slow
128,1,bicycle,4.418555,4.429666,0.006057,0.006126,-0.147455,0.833038,0.269877,Slow
42,3,bicycle,4.426979,4.460312,0.007871,0.007864,0.689639,-0.172719,0.45747,Slow
235,2,bicycle,4.428106,4.444772,0.006694,0.006548,0.89152,-0.527386,0.614104,Slow
129,1,bicycle,4.429666,4.440777,0.006057,0.006129,-0.14737,0.832924,0.269909,Slow
26,0,bicycle,4.431907,4.448574,0.0075,0.00756,0.763108,-0.304125,0.506681,Slow
130,1,bicycle,4.440777,4.451888,0.006057,0.005981,-0.147307,0.832847,0.269926,Slow
236,2,bicycle,4.444772,4.461439,0.006693,0.006696,0.89022,-0.525409,0.613367,Slow
27,0,bicycle,4.448574,4.465241,0.007499,0.007528,0.763317,-0.304513,0.506836,Slow
131,1,bicycle,4.451888,4.463,0.006057,0.005967,-0.147393,0.833018,0.269835,Slow
43,3,bicycle,4.460312,4.493645,0.007872,0.007955,0.690103,-0.173325,0.457632,Slow
237,2,bicycle,4.461439,4.478106,0.006693,0.006727,0.889546,-0.52439,0.612999,Slow
132,1,bicycle,4.463,4.474111,0.006057,0.006049,-0.147437,0.833061,0.269835,Slow
28,0,bicycle,4.465241,4.481907,0.007499,0.007386,0.763449,-0.304756,0.506925,Slow
133,1,bicycle,4.474111,4.485222,0.006057,0.006001,-0.147253,0.832762,0.269959,Slow
238,2,bicycle,4.478106,4.494772,0.006692,0.006532,0.887964,-0.52198,0.612089,Slow
29,0,bicycle,4.481907,4.498574,0.007499,0.007451,0.762761,-0.303615,0.50652,Slow
134,1,bicycle,4.485222,4.496333,0.006056,0.005999,-0.147092,0.832512,0.270058,Slow
44,3,bicycle,4.493645,4.526979,0.007872,0.007823,0.690359,-0.173672,0.457737,Slow
239,2,bicycle,4.494772,4.511439,0.006692,0.006694,0.889802,-0.524781,0.61316,Slow
135,1,bicycle,4.496333,4.507444,0.006057,0.005969,-0.147174,0.832647,0.27,Slow
30,0,bicycle,4.498574,4.515241,0.007501,0.0075,0.762672,-0.303447,0.506445,Slow
136,1,bicycle,4.507444,4.518555,0.006056,0.006024,-0.147021,0.832375,0.27013,Slow
240,2,bicycle,4.511439,4.528106,0.006691,0.006703,0.888778,-0.523225,0.612584,Slow
31,0,bicycle,4.515241,4.531907,0.0075,0.007422,0.761981,-0.302377,0.50609,Slow
137,1,bicycle,4.518555,4.529666,0.006056,0.005976,-0.146918,0.832227,0.27018,Slow
45,3,bicycle,4.526979,4.560312,0.007872,0.007957,0.690057,-0.173211,0.457557,Slow
241,2,bicycle,4.528106,4.544772,0.006691,0.006639,0.890655,-0.526087,0.61368,Slow
138,1,bicycle,4.529666,4.540777,0.006056,0.00598,-0.147074,0.832502,0.270051,Slow
32,0,bicycle,4.531907,4.548574,0.007501,0.007474,0.761889,-0.302182,0.506001,Slow
139,1,bicycle,4.540777,4.551888,0.006056,0.006077,-0.147029,0.832399,0.270113,Slow
242,2,bicycle,4.544772,4.561439,0.00669,0.006726,0.890964,-0.526562,0.613884,Slow
33,0,bicycle,4.548574,4.565241,0.007501,0.007425,0.762549,-0.303225,0.506362,Slow
140,1,bicycle,4.551888,4.563,0.006056,0.006052,-0.146958,0.832297,0.270146,Slow
46,3,bicycle,4.560312,4.593645,0.007872,0.007885,0.690199,-0.173466,0.457684,Slow
243,2,bicycle,4.561439,4.578106,0.006689,0.006677,0.891169,-0.526878,0.614023,Slow
141,1,bicycle,4.563,4.574111,0.006056,0.00609,-0.147008,0.832401,0.270089,Slow
34,0,bicycle,4.565241,4.581907,0.007501,0.00748,0.762773,-0.303611,0.506497,Slow
142,1,bicycle,4.574111,4.585222,0.006056,0.005941,-0.146854,0.832147,0.270198,Slow
244,2,bicycle,4.578106,4.594772,0.006689,0.006716,0.892373,-0.528719,0.614736,Slow
35,0,bicycle,4.581907,4.598574,0.007503,0.007483,0.762747,-0.303565,0.506471,Slow
143,1,bicycle,4.585222,4.596333,0.006056,0.006057,-0.147043,0.83247,0.270053,Slow
47,3,bicycle,4.593645,4.626979,0.007872,0.007861,0.689862,-0.172981,0.457516,Slow
245,2,bicycle,4.594772,4.611439,0.00669,0.00674,0.891572,-0.527491,0.614245,Slow
144,1,bicycle,4.596333,4.607444,0.006056,0.006202,-0.147123,0.832622,0.269975,Slow
36,0,bicycle,4.598574,4.615241,0.007504,0.007524,0.763056,-0.304038,0.506618,Slow
145,1,bicycle,4.607444,4.618555,0.006056,0.00603,-0.147069,0.832536,0.27001,Slow
246,2,bicycle,4.611439,4.628106,0.00669,0.00674,0.893443,-0.530342,0.615335,Slow
37,0,bicycle,4.615241,4.631907,0.007503,0.007498,0.763698,-0.305104,0.507001,Slow
146,1,bicycle,4.618555,4.629666,0.006056,0.006114,-0.146967,0.832344,0.270107,Slow
48,3,bicycle,4.626979,4.660312,0.007872,0.008034,0.690629,-0.174034,0.457839,Slow
247,2,bicycle,4.628106,4.644772,0.006689,0.006785,0.894521,-0.531989,0.61598,Slow
147,1,bicycle,4.629666,4.640777,0.006056,0.006113,-0.146937,0.832314,0.270109,Slow
38,0,bicycle,4.631907,4.648574,0.007503,0.007532,0.764692,-0.30669,0.507547,Slow
148,1,bicycle,4.640777,4.651888,0.006056,0.006117,-0.147038,0.832467,0.270051,Slow
248,2,bicycle,4.644772,4.661439,0.006689,0.006721,0.893931,-0.531084,0.615622,Slow
39,0,bicycle,4.648574,4.665241,0.007502,0.007523,0.764388,-0.306226,0.507404,Slow
149,1,bicycle,4.651888,4.663,0.006056,0.006068,-0.14703,0.83243,0.270081,Slow
49,3,bicycle,4.660312,4.693645,0.007872,0.007803,0.691385,-0.175063,0.458147,Slow
249,2,bicycle,4.661439,4.678106,0.006689,0.006644,0.894384,-0.531769,0.615873,Slow
150,1,bicycle,4.663,4.674111,0.006056,0.006096,-0.146855,0.832131,0.270216,Slow
40,0,bicycle,4.665241,4.681907,0.007503,0.007562,0.764033,-0.305608,0.507172,Slow
151,1,bicycle,4.674111,4.685222,0.006056,0.006105,-0.146936,0.832285,0.270137,Slow
250,2,bicycle,4.678106,4.694772,0.006689,0.006627,0.895601,-0.53362,0.616573,Slow
41,0,bicycle,4.681907,4.698574,0.007504,0.007554,0.763837,-0.305246,0.507027,Slow
152,1,bicycle,4.685222,4.696333,0.006056,0.006101,-0.147007,0.832401,0.270088,Slow
50,3,bicycle,4.693645,4.726979,0.007872,0.007849,0.691567,-0.175348,0.458264,Slow
251,2,bicycle,4.694772,4.711439,0.00669,0.006588,0.895626,-0.533652,0.616562,Slow
153,1,bicycle,4.696333,4.707444,0.006057,0.005978,-0.14719,0.832709,0.269953,Slow
42,0,bicycle,4.698574,4.715241,0.007503,0.007547,0.763771,-0.30519,0.507025,Slow
154,1,bicycle,4.707444,4.718555,0.006057,0.005937,-0.147203,0.832707,0.269968,Slow
252,2,bicycle,4.711439,4.728106,0.00669,0.006704,0.894049,-0.531251,0.615654,Slow
43,0,bicycle,4.715241,4.731907,0.007502,0.007678,0.764151,-0.305842,0.50727,Slow
155,1,bicycle,4.718555,4.729666,0.006057,0.005948,-0.147195,0.832723,0.269942,Slow
51,3,bicycle,4.726979,4.760312,0.007872,0.007792,0.692256,-0.176246,0.458502,Slow
253,2,bicycle,4.728106,4.744772,0.00669,0.006816,0.894744,-0.532313,0.616056,Slow
156,1,bicycle,4.729666,4.740777,0.006056,0.006038,-0.147062,0.832511,0.27003,Slow
44,0,bicycle,4.731907,4.748574,0.007502,0.007522,0.764023,-0.305605,0.507183,Slow
157,1,bicycle,4.740777,4.751888,0.006056,0.006098,-0.147105,0.83257,0.270011,Slow
254,2,bicycle,4.744772,4.761439,0.00669,0.006656,0.893699,-0.530715,0.615434,Slow
45,0,bicycle,4.748574,4.765241,0.007502,0.00765,0.763222,-0.304291,0.506719,Slow
158,1,bicycle,4.751888,4.763,0.006057,0.005979,-0.147274,0.832859,0.269881,Slow
52,3,bicycle,4.760312,4.793645,0.007872,0.007934,0.691676,-0.175504,0.458317,Slow
255,2,bicycle,4.761439,4.778106,0.00669,0.006733,0.894841,-0.532461,0.616112,Slow
159,1,bicycle,4.763,4.774111,0.006056,0.006121,-0.147105,0.832583,0.269998,Slow
46,0,bicycle,4.765241,4.781907,0.007503,0.007526,0.763213,-0.304296,0.50672,Slow
160,1,bicycle,4.774111,4.785222,0.006057,0.006021,-0.147186,0.832713,0.269944,Slow
256,2,bicycle,4.778106,4.794772,0.006689,0.006618,0.893951,-0.531105,0.615608,Slow
47,0,bicycle,4.781907,4.798574,0.007501,0.007497,0.76258,-0.303291,0.506385,Slow
161,1,bicycle,4.785222,4.796333,0.006057,0.006022,-0.147277,0.832893,0.269848,Slow
53,3,bicycle,4.793645,4.826979,0.007871,0.007981,0.691506,-0.175338,0.458321,Slow
257,2,bicycle,4.794772,4.811439,0.00669,0.006708,0.893031,-0.529697,0.615054,Slow
162,1,bicycle,4.796333,4.807444,0.006057,0.005998,-0.147152,0.832707,0.269916,Slow
48,0,bicycle,4.798574,4.815241,0.0075,0.007479,0.762423,-0.303055,0.506318,Slow
163,1,bicycle,4.807444,4.818555,0.006056,0.005925,-0.147108,0.832652,0.269929,Slow
258,2,bicycle,4.811439,4.828106,0.006691,0.00681,0.893359,-0.530195,0.61523,Slow
49,0,bicycle,4.815241,4.831907,0.007501,0.007587,0.762577,-0.303294,0.506389,Slow
164,1,bicycle,4.818555,4.829666,0.006056,0.006072,-0.147052,0.83254,0.269989,Slow
54,3,bicycle,4.826979,4.860312,0.007872,0.00798,0.691296,-0.174992,0.458168,Slow
259,2,bicycle,4.828106,4.844772,0.006691,0.006757,0.894412,-0.531794,0.615821,Slow
165,1,bicycle,4.829666,4.840777,0.006057,0.006176,-0.147209,0.832824,0.269852,Slow
50,0,bicycle,4.831907,4.848574,0.007502,0.007595,0.762124,-0.30258,0.506139,Slow
166,1,bicycle,4.840777,4.851888,0.006057,0.006052,-0.147363,0.833102,0.269717,Slow
260,2,bicycle,4.844772,4.861439,0.00669,0.006541,0.893786,-0.530842,0.615472,Slow
51,0,bicycle,4.848574,4.865241,0.007501,0.007535,0.762775,-0.303661,0.506523,Slow
167,1,bicycle,4.851888,4.863,0.006057,0.005927,-0.147358,0.833125,0.269689,Slow
55,3,bicycle,4.860312,4.893645,0.007872,0.007952,0.691657,-0.175416,0.458241,Slow
261,2,bicycle,4.861439,4.878106,0.006691,0.006745,0.892082,-0.528243,0.614476,Slow
168,1,bicycle,4.863,4.874111,0.006057,0.006111,-0.147217,0.832912,0.269769,Slow
52,0,bicycle,4.865241,4.881907,0.007501,0.007565,0.762656,-0.303448,0.506449,Slow
169,1,bicycle,4.874111,4.885222,0.006056,0.005943,-0.147141,0.832803,0.269806,Slow
262,2,bicycle,4.878106,4.894772,0.006691,0.006749,0.89099,-0.526584,0.613854,Slow
53,0,bicycle,4.881907,4.898574,0.0075,0.007427,0.762444,-0.303111,0.506343,Slow
170,1,bicycle,4.885222,4.896333,0.006056,0.005972,-0.14711,0.83273,0.269851,Slow
56,3,bicycle,4.893645,4.926979,0.007872,0.007859,0.690997,-0.17449,0.457941,Slow
263,2,bicycle,4.894772,4.911439,0.006691,0.006707,0.889683,-0.524587,0.613081,Slow
171,1,bicycle,4.896333,4.907444,0.006057,0.00604,-0.147281,0.833004,0.269738,Slow
54,0,bicycle,4.898574,4.915241,0.007498,0.007411,0.762841,-0.3038,0.5066,Slow
172,1,bicycle,4.907444,4.918555,0.006057,0.006065,-0.147288,0.832997,0.269752,Slow
264,2,bicycle,4.911439,4.928106,0.00669,0.006753,0.889684,-0.524594,0.613106,Slow
55,0,bicycle,4.915241,4.931907,0.007499,0.00757,0.762249,-0.302837,0.506255,Slow
173,1,bicycle,4.918555,4.929666,0.006057,0.005986,-0.147292,0.833022,0.26973,Slow
57,3,bicycle,4.926979,4.960312,0.007872,0.007848,0.690286,-0.173501,0.457626,Slow
265,2,bicycle,4.928106,4.944772,0.006689,0.006611,0.888909,-0.523413,0.612665,Slow
174,1,bicycle,4.929666,4.940777,0.006057,0.006037,-0.147384,0.833153,0.269685,Slow
56,0,bicycle,4.931907,4.948574,0.0075,0.007493,0.761744,-0.302018,0.505961,Slow
175,1,bicycle,4.940777,4.951888,0.006057,0.006107,-0.147192,0.832841,0.269817,Slow
266,2,bicycle,4.944772,4.961439,0.006689,0.006694,0.887931,-0.521926,0.612112,Slow
57,0,bicycle,4.948574,4.965241,0.007501,0.007543,0.762134,-0.30267,0.506189,Slow
176,1,bicycle,4.951888,4.963,0.006056,0.006116,-0.147049,0.832621,0.269902,Slow
58,3,bicycle,4.960312,4.993645,0.007872,0.007763,0.690047,-0.173158,0.457506,Slow
267,2,bicycle,4.961439,4.978106,0.006689,0.006793,0.888943,-0.523461,0.612682,Slow
177,1,bicycle,4.963,4.974111,0.006056,0.006144,-0.147124,0.832755,0.269838,Slow
58,0,bicycle,4.965241,4.981907,0.007499,0.007458,0.761441,-0.301589,0.505831,Slow
178,1,bicycle,4.974111,4.985222,0.006057,0.00619,-0.147246,0.832943,0.269766,Slow
268,2,bicycle,4.978106,4.994772,0.006689,0.006785,0.888043,-0.522086,0.61215,Slow
59,0,bicycle,4.981907,4.998574,0.007499,0.007593,0.761362,-0.301425,0.505767,Slow
179,1,bicycle,4.985222,4.996333,0.006057,0.006113,-0.147185,0.832809,0.269843,Slow
